MOF Identifier v1 (SMILES + Metadata),Largest Cavity Diameter (Ã…),Pore Limiting Diameter (Ã…),Largest Free Path Diameter (Ã…),Crystal Density (g/cm3),Pore Volume (A3),Void Fraction,Pore Volume (cm3/g),Metal Types,Heat Capacity at 300 K (J/g/K),Heat Capacity Std. Dev. at 300 K (J/g/K),Heat Capacity at 350 K (J/g/K),Heat Capacity Std. Dev. at 350 K (J/g/K),Heat Capacity at 400 K (J/g/K),Heat Capacity Std. Dev. at 400 K (J/g/K),Heat Capacity Temperature Coefficient (J/g/K/K),Heat Capacity Intercept (J/g/K),Number of Atoms,Thermal Stability (â„ƒ),Solvent Stability,Water Stability,KH Classes
N1[CH]C=C(C=C1)C1=C2C=CC(=C(C3=NC(=C(C4=CC=C(C(=C5N=C1C=C5)c1ccncc1)[N]4)C1=C[CH]NC=C1)C=C3)c1ccncc1)[N]2.[Co],6.53077,4.96028,6.53077,1.19044,1272.09,0.4486,0.376834,Co,0.920774964,0.047467595,1.059523112,0.072222336,1.128484056,0.083157825,0.002077091,0.309278888,225,428.7,0.7579094,0.8,none
[Co].n1ccc(cc1)C1=C2C=CC(=C(c3ccncc3)C3=NC(=C(C4=CC=C(C(=C5N=C1C=C5)c1ccncc1)[N]4)c1ccncc1)C=C3)[N]2,7.0044,5.10639,7.0044,1.17021,1302.32,0.4528,0.386939,Co,0.916246205,0.043588625,1.061118074,0.062713264,1.133674417,0.081299572,0.002174282,0.276014156,219,470.3,0.8135283,0.81,weak
[Co].n1ccc(cc1)C1=C2C=CC(=C(c3ccncc3)C3=NC(=C(C4=CC=C(C(=C5N=C1C=C5)c1ccncc1)[N]4)c1ccncc1)C=C3)[N]2,6.9462,4.92736,6.9462,1.18172,1269.13,0.4456,0.377079,Co,0.918734507,0.043852528,1.064130879,0.060335112,1.134277365,0.079044588,0.002155429,0.284647582,219,470.5,0.8146761,0.8,weak
[Co].n1ccc(cc1)C1=C2C=CC(=C(c3ccncc3)C3=NC(=C(C4=CC=C(C(=C5N=C1C=C5)c1ccncc1)[N]4)c1ccncc1)C=C3)[N]2,6.82067,4.78775,6.82067,1.19411,1279.63,0.454,0.380199,Co,0.918654922,0.044068574,1.062597724,0.060674729,1.133876441,0.078650766,0.002152215,0.285101044,219,470,0.8187626,0.8,none
[Co].n1ccc(cc1)C1=C2C=CC(=C(c3ccncc3)C3=NC(=C(C4=CC=C(C(=C5N=C1C=C5)c1ccncc1)[N]4)c1ccncc1)C=C3)[N]2,6.96242,4.92588,6.93422,1.17214,1319.7,0.4596,0.392103,Co,0.916150938,0.044579866,1.061860737,0.061203055,1.133478598,0.079105134,0.002173277,0.276516615,219,469.9,0.81469667,0.8,weak
[Co].n1ccc(cc1)C1=C2C=CC(=C(c3ccncc3)C3=NC(=C(C4=CC=C(C(=C5N=C1C=C5)c1ccncc1)[N]4)c1ccncc1)C=C3)[N]2,6.91079,4.88428,6.91079,1.17907,1277.69,0.4476,0.379622,Co,0.917392324,0.043864868,1.064623119,0.06050454,1.13473275,0.078389062,0.002173404,0.278224569,219,470,0.8159822,0.8,weak
[Co].n1ccc(cc1)C1=C2C=CC(=C(c3ccncc3)C3=NC(=C(C4=CC=C(C(=C5N=C1C=C5)c1ccncc1)[N]4)c1ccncc1)C=C3)[N]2,6.99121,4.89555,6.99121,1.17401,2626,0.458,0.390114,Co,0.918884556,0.04365467,1.0609454,0.061243397,1.132312355,0.078752276,0.002134278,0.290383484,438,471.9,0.81953955,0.8,weak
[O-]C(=O)c1cc(cc(n1)C(=O)[O-])c1cc(nc(c1)C(=O)[O-])C(=O)[O-].[Zn],4.38152,2.99318,4.3608,1.54077,496.827,0.5022,0.325942,Zn,0.74076035,0.015888025,0.841276907,0.019946101,0.891094898,0.021851564,0.001503345,0.298206465,60,377.3,0.57151717,0.46,weak
unknown,4.29824,2.95831,4.29824,1.54948,490.885,0.499,0.322044,Zn,0.744382953,0.014581403,0.842546786,0.018153023,0.894222647,0.021660048,0.001498397,0.30261187,60,380.3,0.5763868,0.46,weak
[O-]C(=O)c1cc(cc(n1)C(=O)[O-])c1cc(nc(c1)C(=O)[O-])C(=O)[O-].[Zn],4.39241,2.99788,4.37513,1.54099,497.152,0.5026,0.326155,Zn,0.761217345,0.016960186,0.85312338,0.019668423,0.910024686,0.023422851,0.001488073,0.320629446,60,377.8,0.57554483,0.46,weak
unknown,4.33951,3.0925,4.33853,1.5447,494.97,0.5016,0.324724,Zn,0.737960608,0.015818698,0.836276108,0.020107409,0.892491053,0.023489335,0.001545304,0.281386032,60,376.1,0.5632326,0.46,weak
unknown,5.78251,4.83284,5.71176,1.22323,3535.83,0.526,0.430008,"Ni,Mn",0.802430058,0.020732596,0.903189689,0.033404732,0.951868017,0.046574042,0.00149438,0.362796395,378,356.2,0.6073541,0.532,none
unknown,3.33349,2.48339,3.32413,1.6623,860.966,0.4218,0.253745,Co,0.842164033,0.005906705,0.934599479,0.008325851,1.029647764,0.005188624,0.001874837,0.279277367,153,332.3,0.9200479,0.401,strong
[Co].[O-]C(=O)c1cc(O)c(c(c1)O)[O],3.38529,2.62935,3.37797,1.6268,881.838,0.4228,0.259897,Co,0.842751826,0.005994514,0.938762269,0.008708141,1.032033487,0.005009118,0.001892817,0.275363383,153,331.1,0.9198421,0.401,strong
[O-]C(=O)c1cc(C)c(c(c1)C)c1cccc(c1)c1c(C)cc(cc1C)C(=O)[O-].[O]12[Zr]34[OH]5[Zr]62[OH]2[Zr]71[OH]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[OH]43,38.91559,21.05336,38.91559,0.345229,72539.7,0.8626,2.49863,Zr,0.929957827,0.047007972,1.033569858,0.081349739,1.118115736,0.079457973,0.001881579,0.368661793,1836,369.5,0.852751,0.827692308,weak
[O-]C(=O)c1ccc(cc1)Oc1ccc(cc1)C(=O)[O-].[Zn][Zn].n1ccc(cc1)c1ccncc1,4.73011,2.94949,4.70899,1.2762,2011.21,0.4834,0.37878,Zn,0.878309779,0.034297417,0.997147062,0.065280737,1.032651613,0.078121002,0.001543418,0.429173067,304,322,0.9253997,0.644270106,weak
unknown,11.46282,3.40958,11.45366,0.924167,1592.36,0.649,0.702254,Zn,0.905530962,0.061862142,0.949113629,0.104158077,1.019862616,0.08400917,0.001143317,0.55800828,138,247.2,0.9126464,0.971052632,weak
[Cr].[Mn].[O-]C(=O)C(=O)[O-],5.82674,4.72231,5.82674,1.30832,2899.56,0.5542,0.423595,"Cr,Mn",0.783818277,0.014153287,0.858317499,0.017296439,0.906705692,0.011743381,0.001228874,0.419507869,234,349.9,0.6692447,0.39,weak
unknown,16.80407,16.72041,16.80407,0.713223,2168.85,0.7744,1.08578,Zn,0.741097828,0.016045792,0.830626857,0.027458239,0.880537695,0.033024747,0.001394399,0.329381256,84,364.3,0.953156,0.510643223,weak
O=C1O[Cd]2345OC(=O)c6ccc(-c7cc8c(-c9ccc1cc9)cc([O])c(-c1c(cc(-c9ccc([C](O2)O3)cc9)c2cc(-c3ccc([C](O4)O5)cc3)ccc12)[O])c8cc7)cc6.[Cd],8.24343,6.46185,8.09702,0.864641,2510.49,0.6632,0.767024,Cd,0.795819641,0.025324988,0.911795713,0.038681185,0.971595019,0.056018387,0.001757754,0.277856298,168,332.8,0.5461598,0.73,superstrong_high_loading
unknown,6.15862,4.38483,5.85392,1.07794,4912,0.6004,0.556988,"Cu,Cd",0.820925182,0.031532127,0.911447728,0.050832813,0.993387495,0.044961514,0.001724623,0.304968706,472,348,0.791072,0.800598086,weak
[O-]C=O.[Zn],2.92274,2.44411,2.92274,1.76481,165.966,0.44,0.249318,Zn,0.782204642,0.041755676,0.850076838,0.051720019,0.806578249,0.090076304,0.000243736,0.72764562,26,195.5,0.9467557,0.474407801,superweak
[O-]C=O.[Zn],2.899,2.42506,2.899,1.77399,163.982,0.437,0.246337,Zn,0.781337506,0.042314781,0.850604698,0.051474557,0.795197091,0.091421413,0.000138596,0.760537884,26,195.1,0.9467546,0.474407801,superweak
[O-]C=O.[Zn],2.88489,2.41029,2.88489,1.7796,162.642,0.4348,0.244325,Zn,0.77930788,0.045290732,0.845434482,0.055633822,0.786172617,0.091017668,6.86e-05,0.779611746,26,194.8,0.94675416,0.474407801,superweak
[O-]C(=O)c1ccc(cc1)c1cc(c2ccc(cc2)C(=O)[O-])c2c3c1ccc1c3c(cc2)c(cc1c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[Zn],6.89226,6.44672,6.87623,1.15816,1240.38,0.5344,0.46142,Zn,0.84942852,0.039332068,0.993836082,0.043755951,1.046995592,0.058344325,0.001975671,0.271935317,152,343.6,0.9564738,0.3,weak
[O-]C(=O)c1ccc(cc1)c1cc(c2ccc(cc2)C(=O)[O-])c2c3c1ccc1c3c(cc2)c(cc1c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[Zn][Zn],5.94412,5.16816,5.94094,1.15045,603.79,0.5168,0.449217,Zn,0.869943079,0.02929362,0.992316477,0.054385457,1.053295106,0.069384043,0.00183352,0.330119463,76,343.1,0.8617116,0.67,weak
[Cd][Cd].[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],9.96128,8.95998,9.96128,0.695322,2817.07,0.7454,1.07202,Cd,0.76361624,0.002575758,0.855044328,0.003118849,0.944936221,0.003314521,0.0018132,0.21991233,116,363.5,0.9190923,0.62,weak
NC1=C2N=CN=C2N=C[N]1.[O-]C(=O)c1ccc2c(c1)ccc(c2)C(=O)[O-].[Zn].[Zn]O[Zn],24.11442,19.56277,24.09923,0.396669,101601,0.851,2.14536,Zn,0.82402363,0.020267303,0.926083519,0.043377283,0.978092244,0.057236724,0.001540686,0.370159654,2376,426.8,0.8578346,0.498571429,none
Brc1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Cr][O]([Cr])[Cr].[O-]C(=O)c1ccncc1.[Zn][Zn],11.79013,6.60797,9.25557,0.794772,8562.82,0.7438,0.935866,"Zn,Cr",0.716079067,0.019062369,0.785978241,0.032876868,0.838180767,0.044622907,0.001221017,0.352723409,368,357.8,0.79547346,0.417089947,weak
[Cr][O]([Cr])[Cr].[O-]C(=O)c1ccc(o1)C(=O)[O-].[O-]C(=O)c1ccncc1.[Zn][Zn],14.29207,10.12824,14.27136,0.648977,8810.07,0.775,1.19419,"Zn,Cr",0.794562183,0.023217198,0.867235441,0.036238782,0.949704827,0.051133084,0.001551426,0.327501562,332,307.8,0.76964045,0.413571429,strong
Cc1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Cr][O]([Cr])[Cr].[O-]C(=O)c1ccncc1.[Zn][Zn],11.32485,7.62193,11.32485,0.677748,8694.62,0.75,1.10661,"Zn,Cr",0.836086306,0.022702129,0.936309282,0.039136901,0.999730638,0.052316856,0.001636443,0.351286912,404,389.4,0.7976301,0.359571429,weak
Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Cr][O]([Cr])[Cr].[O-]C(=O)c1ccncc1.[Zn][Zn],12.38016,7.20357,12.38016,0.687816,8600.27,0.751,1.09186,"Zn,Cr",0.832070869,0.033036566,0.924336134,0.049866644,0.980970063,0.063005098,0.001488992,0.391311845,392,342.3,0.86777306,0.418571429,weak
[Cr][O]([Cr])[Cr].[O-]C(=O)c1cc(cc(c1)N(=O)=O)C(=O)[O-].[O-]C(=O)c1ccncc1.[Zn][Zn],11.05144,8.49257,11.05144,0.735801,8499.47,0.738,1.00299,"Zn,Cr",0.832783184,0.023426682,0.921960264,0.035749035,0.976350472,0.047998181,0.001435673,0.407879133,392,360,0.74479365,0.408571429,weak
[Cr][O]([Cr])[Cr].[O-]C(=O)C1=C[C]=CC(=C1)C(=O)[O-].[O-]C(=O)c1ccncc1.[Zn][Zn],11.82924,9.14708,11.82924,0.688549,8655.1,0.7528,1.09331,"Zn,Cr",0.823587835,0.033096065,0.915951371,0.050391519,0.973802633,0.062933265,0.001502148,0.378695486,392,366.5,0.9462795,0.408571429,weak
COc1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Cr][O]([Cr])[Cr].[O-]C(=O)c1ccncc1.[Zn][Zn],11.54376,6.59796,11.54376,0.708658,8482.03,0.7352,1.03745,"Zn,Cr",0.853459647,0.029235042,0.934725994,0.050264783,0.993428534,0.067626092,0.001399689,0.43731362,416,363.7,0.81862646,0.398571429,weak
unknown,12.20585,6.15217,12.20585,0.793444,13683.5,0.7068,0.8908,Zr,0.835614676,0.009038507,0.940155683,0.009342354,1.040182018,0.008987991,0.002045673,0.222665096,744,337.7,0.8268509,0.137076923,strong
[O-]C(=O)C1=CN=N[CH]1.[O-]C(=O)[C]1C=NN=C1.[Zn][O]([Zn])([Zn])[Zn],10.81396,5.19047,10.78354,0.995074,1473.47,0.7264,0.729996,Zn,0.670852363,0.016368362,0.742248752,0.023744137,0.801365808,0.033699393,0.001305134,0.281358585,70,354.1,0.76906085,0.592043011,weak
[Cu].[O-]C(=O)c1ccc(cc1)n1ncnc1,4.6846,4.2919,4.67468,1.31892,1043.83,0.4712,0.357263,Cu,0.893673691,0.029276496,1.020853394,0.047638067,1.072372962,0.063841685,0.001786993,0.370185898,164,340.2,0.9173101,0.890905172,weak
[Cu].[O-]C(=O)c1ccc(cc1)n1ncnc1,4.82927,4.36265,4.81894,1.31666,1045.62,0.4712,0.357876,Cu,0.893861275,0.02969389,1.004649739,0.061326448,1.050074463,0.069908742,0.001562132,0.436115674,164,341,0.919353,0.890905172,weak
[Cu].[O-]C(=O)c1ccc(cc1)n1ncnc1,4.90987,4.45412,4.90987,1.30126,1057.55,0.471,0.361958,Cu,0.892610265,0.031039133,0.999944278,0.061430695,1.048357462,0.069862584,0.001557472,0.43518882,164,344.4,0.91853034,0.900905172,weak
[Cu].[O-]C(=O)c1ccc(cc1)n1ncnc1,4.83497,4.37925,4.83497,1.30952,1049.09,0.4702,0.359062,Cu,0.891423417,0.02995814,1.001836996,0.061302167,1.047481191,0.070273429,0.001560578,0.434044993,164,342.6,0.91861904,0.900905172,weak
[Cu].[O-]C(=O)c1ccc(cc1)n1ncnc1,4.61455,4.16515,4.61401,1.33735,994.92,0.4554,0.340523,Cu,0.89445183,0.029299717,1.003360655,0.061011911,1.051753093,0.069521061,0.001573013,0.432634102,164,337.2,0.92052084,0.890905172,weak
[O-]C(=O)c1ccc(cc1)c1ccc(cc1)c1ccc(cc1)C(=O)[O-].[O]12[Zr]34[OH]5[Zr]62[OH]2[Zr]71[OH]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[OH]43,17.52486,9.15991,17.52486,0.493165,27984.3,0.8062,1.63475,Zr,0.866864884,0.007753389,0.98591993,0.007480992,1.103501746,0.006427103,0.002366369,0.157199838,936,370.1,0.3114614,0.727692308,weak
O[Zr]123(O)[OH]4[Zr]56([O]3[Zr]37([OH]2[Zr]28([O]1[Zr]14([O]6[Zr]([OH]53)([OH]21)([O]78)(O)O)(O)O)(O)O)(O)O)(O)O.[O-]C(=O)c1ccc(cc1)C1=C2C=CC3=[N]2[Fe]24n5c1ccc5C(=C1[N]2=C(C=C1)C(=c1n4c(=C3c2ccc(cc2)C(=O)[O-])cc1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-],16.95031,14.45168,16.94349,0.50204,46617.9,0.8216,1.63652,"Fe,Zr",0.791129623,0.012049685,0.892827802,0.013089515,0.999748637,0.010630023,0.00208619,0.16440214,1356,455,0.8905704,0.93,none
[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C1=C2C=CC3=[N]2[Ni]24n5c1ccc5C(=C1[N]2=C(C=C1)C(=c1n4c(=C3c2ccc(cc2)c2ccc(cc2)C(=O)[O-])cc1)c1ccc(cc1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)c1ccc(cc1)C(=O)[O-].[O]12[Zr]34[OH]5[Zr]62[OH]2[Zr]71[OH]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[OH]43,21.37941,8.74134,20.98907,0.420413,13382.4,0.8218,1.95474,"Ni,Zr",0.875336911,0.005645716,1.00361642,0.005874294,1.126723221,0.005086218,0.002513863,0.122040105,393,388.2,0.5355874,0.81,weak
[Co].[O-]C(=O)c1ccc(cc1)C1=C(SC(=C2SC(=C(S2)c2ccc(cc2)C(=O)[O-])c2ccc(cc2)C(=O)[O-])S1)c1ccc(cc1)C(=O)[O-],5.6621,4.62841,5.66105,1.17377,3565.72,0.526,0.44813,Co,0.824043798,0.02141344,0.933393053,0.035161472,0.987507982,0.048677748,0.001634642,0.342856972,384,334.8,0.54611075,0.6,strong_high_loading
[Cd].[O-]C(=O)c1ccc(cc1)C1=C(SC(=C2SC(=C(S2)c2ccc(cc2)C(=O)[O-])c2ccc(cc2)C(=O)[O-])S1)c1ccc(cc1)C(=O)[O-].[O][Cd],5.67149,4.60011,5.66519,1.32942,3566.62,0.5164,0.38844,Cd,0.739067109,0.01892366,0.833844705,0.030273927,0.885025106,0.041154757,0.00145958,0.308459315,390,341.9,0.5835171,0.65,weak
[O-]C(=O)c1ccc(cc1)c1cc(C)c(cc1C)c1cc(c2cc(C)c(cc2C)c2ccc(cc2)C(=O)[O-])c2c3c1ccc1c3c(cc2)c(cc1c1cc(C)c(cc1C)c1ccc(cc1)C(=O)[O-])c1cc(C)c(cc1C)c1ccc(cc1)C(=O)[O-].[O]12[Zr]34[OH]5[Zr]62[OH]2[Zr]71[OH]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[OH]43,17.75046,8.47189,17.75046,0.458587,11273.7,0.7852,1.71222,Zr,0.948711331,0.008752514,1.097181303,0.009540074,1.236378237,0.007471844,0.002876669,0.087256119,432,376.1,0.6113442,0.72,weak
[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C1=C2C=CC(=N2)C(=c2ccc(=C(C3=NC(=C(c4[nH]c1cc4)c1ccc(cc1)c1ccc(cc1)C(=O)[O-])C=C3)c1ccc(cc1)c1ccc(cc1)C(=O)[O-])[nH]2)c1ccc(cc1)c1ccc(cc1)C(=O)[O-].[O]12[Zr]34[OH]5[Zr]62[OH]2[Zr]71[OH]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[OH]43,21.33814,8.58272,21.29638,0.403686,13339.4,0.8204,2.03227,Zr,0.907589322,0.005408123,1.041595407,0.005856878,1.17168147,0.005002904,0.002640921,0.115966215,396,395.4,0.84457,0.67,weak
[O-]C(=O)c1ccc(cc1)C#Cc1ccc(cc1)C1=C2C=CC(=N2)C(=c2ccc(=C(C3=NC(=C(c4[nH]c1cc4)c1ccc(cc1)C#Cc1ccc(cc1)C(=O)[O-])C=C3)c1ccc(cc1)C#Cc1ccc(cc1)C(=O)[O-])[nH]2)c1ccc(cc1)C#Cc1ccc(cc1)C(=O)[O-].[O]12[Zr]34[OH]5[Zr]62[OH]2[Zr]71[OH]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[OH]43,25.24149,10.49588,25.19791,0.291153,21005,0.8684,2.98262,Zr,0.92792682,0.009057734,1.06093884,0.005855553,1.185052781,0.007827807,0.00257126,0.15803195,420,421.5,0.74360436,0.66,weak
[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn],10.86811,8.81679,10.85041,0.665684,7573.58,0.7604,1.14228,Zn,0.794581608,0.03111461,0.895404575,0.038918665,0.957219964,0.058851494,0.001626384,0.313167803,332,431.5,0.92331684,0.142,weak
[O-]C(=O)C1=C[CH]C(C=C1)c1ccc(cc1)C(=O)[O-].[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn],10.97178,8.95221,10.97139,0.663582,3812.62,0.7624,1.14892,Zn,0.799844716,0.029049554,0.900996658,0.040445126,0.957016416,0.05738353,0.001571717,0.335851643,168,428.5,0.9138403,0.152,weak
[O-]C(=O)c1ccc(cc1)C(=O)[O-].[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-].[O-]C(=O)c1ccc2-c3c(C(c2c1)(C)C)c1-c2ccc(cc2C(c1c1-c2c(C(c31)(C)C)cc(cc2)C(=O)[O-])(C)C)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn],21.77624,7.63056,21.77624,0.452533,22196.2,0.826,1.82528,Zn,0.876245875,0.037839111,0.9403575,0.072080983,1.005873021,0.078511584,0.001296271,0.487130455,708,367.4,0.8122989,0.72,none
CCC1(CC)c2cc(ccc2-c2c1c1-c3ccc(cc3C(c1c1-c3c(C(c21)(CC)CC)cc(cc3)C(=O)[O-])(CC)CC)C(=O)[O-])C(=O)[O-].[O-]C(=O)c1ccc(cc1)C(=O)[O-].[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn],19.35863,7.23576,19.35863,0.494223,21327.3,0.7938,1.60616,Zn,0.921070193,0.049690165,0.985224985,0.096183183,1.03984412,0.096954489,0.001187739,0.56633769,852,391.8,0.88109875,0.79,weak
unknown,16.40548,6.2544,14.45084,0.540663,20471.2,0.7688,1.42196,Zn,0.96300098,0.059767078,1.048516836,0.105806975,1.093109165,0.106708342,0.001301082,0.579497009,996,438.7,0.79839814,0.08,weak
unknown,16.7062,6.33558,14.47528,0.543377,20369,0.7688,1.41485,Zn,0.960607309,0.059079025,1.041484326,0.11138879,1.081105171,0.109567906,0.001204979,0.60598975,996,436.4,0.8110202,0.1,weak
CCCC1(CCC)c2cc(ccc2-c2c1c1-c3ccc(cc3C(c1c1-c3c(C(c21)(CCC)CCC)cc(cc3)C(=O)[O-])(CCC)CCC)C(=O)[O-])C(=O)[O-].[O-]C(=O)c1ccc(cc1)C(=O)[O-].[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn],16.25601,6.43045,14.33665,0.543673,20342,0.7682,1.41298,Zn,0.973772357,0.059209041,1.051079371,0.107887935,1.094495562,0.109011531,0.001207232,0.617251216,996,441.1,0.7972394,0.1,weak
C1CN2CCN1CC2.I[Cu]12[Cu]3([Cu]1([Cu]23I)I)I.[Cu].c1cc(cc(c1)C1=Nc2c([N]1)cccc2)C1=Nc2c([N]1)cccc2,8.09458,6.64328,8.08178,1.47307,5799.78,0.6032,0.409485,Cu,0.556843456,0.028779285,0.592586459,0.050252707,0.634244615,0.050319529,0.000774012,0.323654121,516,315.1,0.49451193,0.14,weak
C1CN2CCN1CC2.I[Cu]12[Cu]3([Cu]1([Cu]23I)I)I.[Cu].c1cc(cc(c1)C1=Nc2c([N]1)cccc2)C1=Nc2c([N]1)cccc2,8.56555,6.75088,8.54117,1.39796,6368.75,0.6286,0.449656,Cu,0.557718962,0.028310891,0.585081349,0.050611554,0.62967694,0.051056961,0.00071958,0.33897283,516,311.9,0.49114758,0.14,weak
C1CN2CCN1CC2.I[Cu]12[Cu]3([Cu]1([Cu]23I)I)I.[Cu].c1cc(cc(c1)C1=Nc2c([N]1)cccc2)C1=Nc2c([N]1)cccc2,8.53443,6.78718,8.51023,1.40015,6381.02,0.6308,0.450522,Cu,0.55638361,0.028650646,0.585110633,0.051067324,0.629962165,0.05041704,0.000735786,0.332960532,516,311.8,0.4916361,0.14,none
[O-]C(=O)c1cc([O])c(cc1[O])C(=O)[O-].[Zn],9.34457,8.66556,9.34457,1.33966,1494.15,0.6184,0.461609,Zn,0.663783892,0.011752142,0.744793811,0.015733062,0.786295119,0.017003688,0.001225112,0.302834978,108,406.8,0.86741483,0.491785714,weak
O1[Zr]2O[Zr]3O[Zr]4O[Zr]1O[Zr]1O[Zr](O2)O[Zr](O3)O[Zr](O1)O4.[O-]C(=O)c1ccc(cc1)C#Cc1ccc(cc1)C(c1ccc(cc1)C#Cc1ccc(cc1)C(=O)[O-])(c1ccc(cc1)C#Cc1ccc(cc1)C(=O)[O-])c1ccc(cc1)C#Cc1ccc(cc1)C(=O)[O-].[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,18.84439,11.02909,18.84439,0.389439,97592.6,0.8376,2.15079,Zr,0.848690823,0.041419638,0.917433964,0.06287889,0.999030436,0.084348172,0.001503396,0.395529763,2548,475.1,0.8362975,0.97,none
unknown,28.05599,26.5894,28.05599,0.284192,13047.5,0.8798,3.09579,Mg,0.907916943,0.045921285,1.02180201,0.067486139,1.106473253,0.08711382,0.001985563,0.317116987,266,401.2,0.9478165,0.38,weak
Fc1cc([C]2C=NN=C2)c(cc1[C]1C=NN=C1)F.[Co],9.91946,9.58016,9.91946,0.781607,1825.41,0.7086,0.906594,Co,0.807015037,0.020636257,0.908150704,0.042340091,0.973025597,0.057300059,0.001660106,0.315026816,100,246.9,0.5948701,0.728116711,weak
unknown,10.01279,9.5867,10.01279,0.70214,1792.85,0.7094,1.01034,Co,0.821514974,0.041257398,0.935126349,0.061606019,1.001524112,0.074612309,0.001800091,0.289356498,100,336.2,0.08789238,0.738461538,weak
Cc1cc(C2=C[N]N=C2)c(cc1[C]1C=NN=C1)C.[Co],4.23296,3.57101,4.23296,1.28355,331.503,0.434,0.338124,Co,0.935623887,0.00707915,1.057836868,0.006376199,1.177027213,0.009117749,0.002414033,0.211917682,62,373.4,0.2618091,0.795333333,weak
unknown,8.84064,8.69368,8.84064,0.846693,801.404,0.674,0.796038,Co,0.82091799,0.009178454,0.925021255,0.012092323,1.040165335,0.015112515,0.002192473,0.161335815,50,254.8,0.45027828,0.773794872,weak
[Ni].[O-]C(=O)c1ccncc1,5.21863,3.66829,5.17605,1.25034,405.007,0.5034,0.402611,Ni,0.878100484,0.032464786,1.005076366,0.048294331,1.03959244,0.064548424,0.00161492,0.409034586,54,288,0.93900895,0.575,weak
[Co][Co].[Co][OH]([Co])[Co].[O-]C(=O)c1ccc(cc1)C(=O)[O-].[O-]C(=O)c1cccnc1,13.94738,6.83886,13.62263,0.846295,12127.4,0.6772,0.800194,Co,0.847518931,0.026192525,0.937691129,0.038112221,1.010098162,0.049125753,0.001625792,0.362742097,748,318.6,0.8424951,0.341,strong
[C]#N.[Fe].[Pd],4.29368,3.13998,4.26677,1.49245,2223.33,0.409,0.274046,"Pd,Fe",0.851326159,0.024559589,0.945550554,0.05503654,0.934063249,0.065223665,0.000827371,0.620733507,416,265.9,0.9440687,0.3205,unknown
[C]#N.[Fe].[Pd],4.28564,3.14394,4.26601,1.48934,2218.17,0.4072,0.27341,"Pd,Fe",0.852619071,0.024740066,0.958891499,0.045097253,0.957672487,0.058640143,0.001050534,0.555374066,416,265.9,0.94396716,0.3205,unknown
unknown,14.51268,5.80884,14.50613,0.561601,12330.3,0.7704,1.37179,Fe,0.853093731,0.033823446,0.953024378,0.045253842,1.022411407,0.061757091,0.001693177,0.350231308,480,363.8,0.6371081,0.44,weak
[Cu][Cu].[O-]C(=O)CCCC(=O)[O-].n1ccc(cc1)CCc1ccncc1,4.79113,4.11066,4.79113,1.46806,532.173,0.4116,0.280371,Cu,0.944441806,0.041538622,1.063929213,0.045321868,1.127865724,0.038120994,0.001834239,0.403428536,116,251.4,0.5512677,0.59022964,weak
[Cu][Cu].[O-]C(=O)CCCC(=O)[O-].n1ccc(cc1)CCc1ccncc1,5.60617,5.31106,5.60617,1.3759,1250.41,0.4532,0.329384,Cu,0.947162887,0.038991327,1.064543131,0.046948713,1.129626037,0.037519465,0.001824632,0.408489653,232,244.5,0.31419253,0.61022964,weak
[Cu][Cu].[O-]C(=O)CCCC(=O)[O-].n1ccc(cc1)CCc1ccncc1,5.45221,5.20273,5.45221,1.37519,619.729,0.449,0.326499,Cu,0.921853077,0.007489469,1.046342405,0.006065267,1.168750469,0.004767339,0.002468974,0.181507781,116,254.8,0.39541268,0.61022964,weak
